has_gps_data,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,pp_id
X,22018034,She's No Uncle,LRL,2025-10-18,5,USA,SOC, ,5.5, ,5 1/2F,T,9,1,1,0,0,2,2,0,0,0,0,10,100,200,150,0,0,300,175,30,9,28760,22018034_LRL_2025-10-18_5
X,22018034,She's No Uncle,LRL,2025-11-07,3,USA,SOC, ,5.5, ,5 1/2F,T,1,1,1,0,0,1,1,0,0,0,0,0,0,200,150,0,0,50,75,15,11,29760,22018034_LRL_2025-11-07_3
X,22018034,She's No Uncle,LRL,2025-11-29,4,USA,ALW, ,5.5, ,5 1/2F,D,8,1,4,0,0,8,8,0,410,0,0,1260,1125,10,200,0,0,150,150,224,9,49500,22018034_LRL_2025-11-29_4
X,22002945,She's Not a Lad,LRL,2025-11-21,9,USA,MCL, ,6.0, ,6F,D,2,5,5,0,0,4,4,410,320,0,0,350,450,250,300,0,0,300,225,99,6,34050,22002945_LRL_2025-11-21_9
X,22002945,She's Not a Lad,LRL,2025-12-06,9,USA,MCL, ,7.0, ,7F,D,5,1,2,0,0,1,3,0,10,0,0,0,150,50,400,0,0,10,25,59,7,31850,22002945_LRL_2025-12-06_9
X,21004097,Sheilahs Warcloud,LRL,2025-10-11,7,USA,STK, ,7.0, ,7F,D,7,8,6,0,0,4,4,660,460,0,0,400,575,10,400,0,0,50,100,59,12,102030,21004097_LRL_2025-10-11_7
X,21004097,Sheilahs Warcloud,LRL,2025-11-09,9,USA,STK, ,8.5, ,1 1/16M,D,3,3,3,3,0,3,5,250,210,300,0,360,500,150,50,150,0,150,75,19,7,100000,21004097_LRL_2025-11-09_9
X,21004097,Sheilahs Warcloud,LRL,2025-11-28,4,USA,AOC, ,8.5, ,1 1/16M,D,2,5,4,4,0,5,3,420,270,360,0,270,400,200,10,250,0,500,175,45,6,60155,21004097_LRL_2025-11-28_4
X,23011140,Shenadoah Sunrise,LRL,2025-10-24,4,USA,MCL, ,5.5, ,5 1/2F,D,5,5,4,0,0,4,1,320,320,0,0,310,0,500,200,0,0,600,25,357,8,25740,23011140_LRL_2025-10-24_4
X,23011140,Shenadoah Sunrise,LRL,2025-11-14,3,USA,AOC, ,6.0, ,6F,D,3,4,4,0,0,4,4,350,860,0,0,1250,2025,0,0,0,0,0,0,161,4,49000,23011140_LRL_2025-11-14_3
X,23011140,Shenadoah Sunrise,LRL,2025-12-13,9,USA,CLM, ,6.0, ,6F,D,2,6,6,0,0,6,4,850,560,0,0,800,1060,100,400,0,0,300,100,94,7,34550,23011140_LRL_2025-12-13_9
 ,20007029,Sheriff Ronnie,DEL,2025-10-08,5,USA,SOC, ,6.0, ,6F,D,6,5,5,0,0,6,3,400,320,0,0,220,150,10,10,0,0,100,100,42,7,32000,20007029_DEL_2025-10-08_5
X,20007029,Sheriff Ronnie,LRL,2025-10-24,7,USA,SOC, ,6.0, ,6F,D,5,6,4,0,0,4,4,220,560,0,0,650,775,50,200,0,0,50,200,14,9,41830,20007029_LRL_2025-10-24_7
X,20007029,Sheriff Ronnie,LRL,2025-11-27,7,USA,AOC, ,6.0, ,6F,D,2,2,2,0,0,3,3,250,300,0,0,360,975,10,100,0,0,250,400,110,8,55590,20007029_LRL_2025-11-27_7
X,20007029,Sheriff Ronnie,LRL,2025-12-13,7,USA,AOC, ,6.0, ,6F,D,2,2,3,0,0,4,4,100,200,0,0,500,775,100,100,0,0,300,75,84,6,53795,20007029_LRL_2025-12-13_7
X,20007029,Sheriff Ronnie,LRL,2026-01-09,4,USA,SOC, ,5.5, ,5 1/2F,D,5,5,5,0,0,5,5,300,400,0,0,650,825,550,400,0,0,10,75,31,6,40885,20007029_LRL_2026-01-09_4
 ,19018657,Shigeko,DEL,2025-10-18,10,USA,SOC, ,8.32, ,1M 70Y,D,2,4,4,4,0,3,3,460,410,300,0,500,450,100,10,200,0,200,350,32,9,20000,19018657_DEL_2025-10-18_10
 ,19018657,Shigeko,PEN,2025-11-20,3,USA,CLM, ,6.0, ,6F,D,2,4,4,0,0,2,1,310,250,0,0,10,0,200,500,0,0,50,125,24,5,18000,19018657_PEN_2025-11-20_3
 ,19018657,Shigeko,PEN,2025-11-28,3,USA,CLM, ,8.0, ,1M,D,4,6,3,4,0,4,7,410,250,210,0,400,895,10,10,10,0,150,50,43,8,22000,19018657_PEN_2025-11-28_3
X,21003877,Shine On Moon,LRL,2025-09-28,9,USA,ALW, ,8.5, ,1 1/16M,T,4,3,4,3,0,2,2,210,360,260,0,10,25,10,150,10,0,50,50,85,7,50970,21003877_LRL_2025-09-28_9
X,21003877,Shine On Moon,LRL,2025-10-24,5,USA,ALW, ,8.5, ,1 1/16M,T,2,5,4,6,0,5,4,260,310,810,0,800,600,200,10,250,0,100,25,75,8,50000,21003877_LRL_2025-10-24_5
X,21003877,Shine On Moon,LRL,2025-11-15,7,USA,ALW, ,9.0, ,1 1/8M,T,2,1,1,2,0,2,4,0,0,10,0,150,675,50,10,200,0,50,25,371,10,53205,21003877_LRL_2025-11-15_7
X,18019913,Shipman,CD ,2025-11-06,4,USA,CLM, ,6.5, ,6 1/2F,D,4,2,2,0,0,3,4,100,100,0,0,300,385,10,50,0,0,10,10,12,10,45000,18019913_CD_2025-11-06_4
X,18019913,Shipman,CD ,2025-11-23,5,USA,CLM, ,6.0, ,6F,D,7,6,6,0,0,4,2,610,710,0,0,410,25,10,350,0,0,100,25,42,11,45000,18019913_CD_2025-11-23_5
X,18019913,Shipman,TP ,2025-12-10,4,USA,CLM, ,6.5, ,6 1/2F,D,2,5,3,0,0,7,6,80,110,0,0,330,505,10,10,0,0,150,225,37,10,30800,18019913_TP_2025-12-10_4
X,22010973,Shkhara Fire,LRL,2025-10-11,7,USA,STK, ,7.0, ,7F,D,11,9,7,0,0,11,10,670,860,0,0,1300,2225,150,200,0,0,300,275,736,12,102030,22010973_LRL_2025-10-11_7
X,22010973,Shkhara Fire,LRL,2025-10-25,11,USA,AOC, ,7.0, ,7F,D,2,1,1,0,0,3,4,0,0,0,0,200,450,200,150,0,0,400,475,242,8,55590,22010973_LRL_2025-10-25_11
X,22010973,Shkhara Fire,LRL,2025-12-07,6,USA,AOC, ,5.5, ,5 1/2F,D,2,7,7,0,0,5,3,670,620,0,0,560,450,600,500,0,0,300,50,107,8,59565,22010973_LRL_2025-12-07_6
X,22008736,Shot for the Moon,LRL,2025-12-21,5,USA,MCL, ,6.0, ,6F,D,5,5,6,0,0,6,7,610,810,0,0,960,1050,400,400,0,0,150,0,59,7,30500,22008736_LRL_2025-12-21_5
X,22008736,Shot for the Moon,LRL,2026-01-09,3,USA,MCL, ,5.5, ,5 1/2F,D,6,5,4,0,0,2,1,1400,1200,0,0,250,0,100,10,0,0,10,250,47,10,24390,22008736_LRL_2026-01-09_3
 ,23016910,Shoulda Known,PEN,2025-11-12,3,USA,MCL, ,5.5, ,5 1/2F,D,8,8,8,0,0,6,5,1160,1110,0,0,670,250,150,200,0,0,100,250,811,10,21000,23016910_PEN_2025-11-12_3
X,23016910,Shoulda Known,LRL,2025-12-07,8,USA,MCL, ,8.5, ,1 1/16M,D,3,5,6,6,0,7,7,260,610,1460,0,1910,5625,300,200,150,0,0,0,118,7,42115,23016910_LRL_2025-12-07_8
X,22003918,Showpiece,LRL,2025-10-04,10,USA,MCL, ,5.5, ,5 1/2F,D,3,7,7,0,0,7,5,1100,1370,0,0,960,800,100,100,0,0,50,10,168,8,32350,22003918_LRL_2025-10-04_10
X,22003918,Showpiece,LRL,2025-10-25,3,USA,MCL, ,7.0, ,7F,D,4,4,4,0,0,4,4,350,500,0,0,450,500,50,100,0,0,150,125,23,5,32100,22003918_LRL_2025-10-25_3
X,22003918,Showpiece,LRL,2025-11-27,6,USA,MCL, ,8.5, ,1 1/16M,T,10,3,3,4,0,11,11,200,160,360,0,1470,2860,250,300,50,0,0,0,151,11,26520,22003918_LRL_2025-11-27_6
 ,21012546,Showstopper Copper,DEL,2025-09-28,6,USA,STK, ,6.0, ,6F,D,4,2,2,0,0,3,3,100,50,0,0,110,200,10,50,0,0,100,50,37,6,100000,21012546_DEL_2025-09-28_6
 ,21012546,Showstopper Copper,DEL,2025-10-08,7,USA,AOC, ,6.0, ,6F,D,2,3,2,0,0,1,3,150,10,0,0,0,50,100,10,0,0,200,375,31,6,48000,21012546_DEL_2025-10-08_7
X,21012546,Showstopper Copper,LRL,2025-11-22,7,USA,STK, ,6.0, ,6F,D,4,2,1,0,0,4,6,10,0,0,0,350,905,50,10,0,0,10,0,44,6,100000,21012546_LRL_2025-11-22_7
 ,23004968,Sin Sin,DEL,2025-10-02,4,USA,MCL, ,5.5, ,5 1/2F,D,7,5,4,0,0,3,4,250,110,0,0,250,385,50,100,0,0,100,225,15,7,20000,23004968_DEL_2025-10-02_4
 ,23004968,Sin Sin,DEL,2025-10-16,1,USA,MCL, ,8.0, ,1M,D,1,1,1,3,0,6,7,0,0,60,0,510,1585,50,50,200,0,50,0,119,7,20000,23004968_DEL_2025-10-16_1
X,23004968,Sin Sin,LRL,2025-11-14,10,USA,MCL, ,6.0, ,6F,D,2,6,7,0,0,6,4,610,1400,0,0,1750,1750,200,300,0,0,250,225,44,9,28400,23004968_LRL_2025-11-14_10
X,23004968,Sin Sin,LRL,2025-12-21,3,USA,MCL, ,6.0, ,6F,D,5,3,4,0,0,4,4,350,310,0,0,500,875,150,200,0,0,350,400,49,9,28400,23004968_LRL_2025-12-21_3
X,23004968,Sin Sin,LRL,2026-01-09,6,USA,MCL, ,6.0, ,6F,D,3,4,5,0,0,6,4,420,320,0,0,330,255,50,200,0,0,150,25,60,11,24890,23004968_LRL_2026-01-09_6
 ,21019882,Sincerito,DEL,2025-08-30,5,USA,CLM, ,8.0, ,1M,D,3,6,6,6,0,2,1,460,450,510,0,150,0,10,50,200,0,100,25,17,9,15000,21019882_DEL_2025-08-30_5
 ,21019882,Sincerito,PEN,2025-11-20,9,USA,CLM, ,6.0, ,6F,D,5,6,5,0,0,4,2,350,360,0,0,170,200,10,10,0,0,100,200,28,7,12000,21019882_PEN_2025-11-20_9
 ,21019882,Sincerito,PRX,2025-12-08,2,USA,CLM, ,6.0, ,6F,D,4,7,5,0,0,4,3,420,460,0,0,500,105,300,150,0,0,500,800,153,8,21000,21019882_PRX_2025-12-08_2
X,21019882,Sincerito,LRL,2025-12-28,1,USA,CLM, ,6.0, ,6F,D,1,8,8,0,0,5,2,1060,730,0,0,560,925,0,0,0,0,200,75,240,8,24050,21019882_LRL_2025-12-28_1
 ,21017739,Sippin' Time,DEL,2025-07-05,4,USA,SOC, ,6.0, ,6F,D,6,5,7,0,0,7,7,300,560,0,0,700,735,50,0,0,0,0,0,832,7,25000,21017739_DEL_2025-07-05_4
X,21017739,Sippin' Time,LRL,2025-10-25,7,USA,CLM, ,6.0, ,6F,D,5,7,8,0,0,8,6,670,720,0,0,1060,1500,50,0,0,0,0,50,201,8,25700,21017739_LRL_2025-10-25_7
X,21017739,Sippin' Time,LRL,2025-11-07,2,USA,SOC, ,6.0, ,6F,D,6,3,6,0,0,6,5,360,700,0,0,1250,1475,100,0,0,0,0,250,1325,7,30370,21017739_LRL_2025-11-07_2
X,21007744,Skip Thru Da Fire,LRL,2025-10-31,10,USA,CLM, ,8.5, ,1 1/16M,D,5,4,4,4,0,3,3,160,600,760,0,800,1150,250,150,150,0,50,25,36,7,19450,21007744_LRL_2025-10-31_10
X,21007744,Skip Thru Da Fire,LRL,2025-11-27,5,USA,CLM, ,8.0, ,1M,D,5,4,6,7,0,6,5,160,360,620,0,1060,1605,250,300,250,0,100,25,59,9,21530,21007744_LRL_2025-11-27_5
X,21007744,Skip Thru Da Fire,LRL,2025-12-05,8,USA,CLM, ,6.0, ,6F,D,4,6,7,0,0,5,3,1250,1550,0,0,1200,800,150,0,0,0,100,25,203,7,19450,21007744_LRL_2025-12-05_8
X,21007744,Skip Thru Da Fire,LRL,2025-12-26,9,USA,CLM, ,6.0, ,6F,D,3,3,3,0,0,2,1,450,310,0,0,10,0,100,50,0,0,100,25,75,7,20260,21007744_LRL_2025-12-26_9
X,22007555,Slam Notion,CNL,2025-07-30,8,USA,ALW, ,5.5, ,5 1/2F,T,4,8,7,0,0,7,7,610,470,0,0,370,430,0,150,0,0,500,475,48,8,74000,22007555_CNL_2025-07-30_8
X,22007555,Slam Notion,CNL,2025-09-10,7,USA,AOC, ,7.0, ,7F,D,3,3,4,0,0,2,1,200,200,0,0,50,0,10,50,0,0,50,225,49,7,80000,22007555_CNL_2025-09-10_7
X,22007555,Slam Notion,LRL,2025-10-11,12,USA,STK, ,6.0, ,6F,D,5,5,3,0,0,1,1,270,60,0,0,0,0,200,300,0,0,50,125,26,8,100000,22007555_LRL_2025-10-11_12
X,23005638,Slewperstitus,CNL,2025-08-23,3,USA,STK, ,5.5, ,5 1/2F,T,3,4,5,0,0,4,2,250,260,0,0,460,450,50,0,0,0,150,50,29,5,125000,23005638_CNL_2025-08-23_3
X,23005638,Slewperstitus,LRL,2025-10-11,5,USA,STK, ,6.0, ,6F,D,7,7,4,0,0,2,1,320,170,0,0,50,0,200,100,0,0,150,25,8,9,101000,23005638_LRL_2025-10-11_5
X,23005638,Slewperstitus,LRL,2025-12-06,8,USA,STK, ,7.0, ,7F,D,4,3,3,0,0,2,2,250,150,0,0,150,175,50,400,0,0,250,600,16,5,125000,23005638_LRL_2025-12-06_8
X,19007218,Smokin' Hot Kitty,AQU,2024-12-01,8,USA,AOC, ,8.0, ,1M,D,1,4,4,6,0,6,6,310,560,960,0,1060,1700,100,100,0,0,0,0,63,6,95000,19007218_AQU_2024-12-01_8
X,19007218,Smokin' Hot Kitty,AQU,2025-03-29,2,USA,STR, ,8.0, ,1M,D,5,6,5,3,0,1,2,320,210,20,0,0,225,100,10,150,0,50,300,57,8,85000,19007218_AQU_2025-03-29_2
X,19007218,Smokin' Hot Kitty,BAQ,2025-05-26,7,USA,SOC, ,8.0, ,1M,D,3,1,2,3,0,4,6,0,50,160,0,600,975,10,50,250,0,10,400,23,8,60000,19007218_BAQ_2025-05-26_7
 ,22015103,Snookie Bear,DEL,2025-09-27,9,USA,STK, ,9.0, ,1 1/8M,T,5,5,5,6,0,7,6,320,170,310,0,870,1505,50,10,10,0,200,525,79,9,150000,22015103_DEL_2025-09-27_9
X,22015103,Snookie Bear,BAQ,2025-11-01,10,USA,ALW, ,8.0, ,1M,T,4,9,9,10,0,10,8,1120,1060,910,0,1120,760,50,10,0,0,0,225,153,10,88000,22015103_BAQ_2025-11-01_10
 ,22015103,Snookie Bear,PRX,2025-11-25,5,USA,AOC, ,8.0, ,1M,D,6,4,4,3,0,5,5,170,210,110,0,550,525,10,10,50,0,600,525,12,6,42000,22015103_PRX_2025-11-25_5
X,21010064,Society Ball,LRL,2025-10-10,7,USA,SOC, ,7.0, ,7F,D,5,2,2,0,0,1,2,200,50,0,0,0,50,100,300,0,0,200,300,19,7,30370,21010064_LRL_2025-10-10_7
X,21010064,Society Ball,LRL,2025-11-07,2,USA,SOC, ,6.0, ,6F,D,5,6,5,0,0,4,4,770,650,0,0,800,825,0,50,0,0,300,650,48,7,30370,21010064_LRL_2025-11-07_2
X,21010064,Society Ball,LRL,2025-11-29,4,USA,ALW, ,5.5, ,5 1/2F,D,4,8,8,0,0,5,5,590,770,0,0,1100,800,200,250,0,0,10,200,61,9,49500,21010064_LRL_2025-11-29_4
X,19022004,Song Runner,LRL,2025-10-12,4,USA,CLM, ,5.5, ,5 1/2F,D,2,2,3,0,0,3,4,100,300,0,0,450,975,100,450,0,0,350,300,49,7,18640,19022004_LRL_2025-10-12_4
X,19022004,Song Runner,LRL,2025-11-07,4,USA,CLM, ,6.0, ,6F,D,7,1,1,0,0,2,3,0,0,0,0,200,1200,150,50,0,0,300,25,64,8,20760,19022004_LRL_2025-11-07_4
 ,19022004,Song Runner,CT ,2025-11-15,8,USA,CLM, ,4.5, ,4 1/2F,D,6,2,0,0,0,1,1,10,0,0,0,0,0,100,0,0,0,50,10,44,10,14600,19022004_CT_2025-11-15_8
 ,22013867,Soo Handsome,PEN,2025-10-30,8,USA,MCL, ,8.0, ,1M,D,4,4,5,3,0,2,2,450,560,250,0,150,250,100,400,10,0,100,550,101,8,15000,22013867_PEN_2025-10-30_8
 ,22013867,Soo Handsome,PEN,2025-11-19,2,USA,MCL, ,8.32, ,1M 70Y,D,8,3,2,2,0,2,2,150,300,150,0,200,750,50,50,300,0,400,125,31,8,15000,22013867_PEN_2025-11-19_2
 ,22013867,Soo Handsome,PEN,2025-12-05,9,USA,MCL, ,8.5, ,1 1/16M,D,6,3,3,4,0,3,3,250,150,300,0,260,625,10,50,50,0,200,350,66,8,15000,22013867_PEN_2025-12-05_9
X,19018229,South Pacific,LRL,2025-09-12,9,USA,CLM, ,6.0, ,6F,D,4,2,1,0,0,1,1,50,0,0,0,0,0,200,300,0,0,350,350,22,5,22000,19018229_LRL_2025-09-12_9
X,19018229,South Pacific,LRL,2025-10-05,7,USA,CLM, ,6.0, ,6F,D,4,5,7,0,0,7,8,600,420,0,0,760,1100,100,500,0,0,50,0,93,8,25700,19018229_LRL_2025-10-05_7
X,19018229,South Pacific,LRL,2025-11-16,5,USA,CLM, ,6.0, ,6F,D,4,7,7,0,0,6,6,520,860,0,0,1000,1155,10,200,0,0,200,175,440,9,24550,19018229_LRL_2025-11-16_5
X,F0046453,Southern Horse (ARG),LRL,2025-11-09,6,USA,SOC, ,8.0, ,1M,T,9,10,9,8,0,5,5,920,950,670,0,230,575,50,10,50,0,150,125,634,12,32000,F0046453_LRL_2025-11-09_6
X,F0046453,Southern Horse (ARG),LRL,2025-11-16,10,USA,CLM, ,8.0, ,1M,D,6,6,6,5,0,6,6,1100,600,610,0,1160,1650,100,700,50,0,200,200,66,8,21030,F0046453_LRL_2025-11-16_10
 ,F0046453,Southern Horse (ARG),CT ,2025-12-03,8,USA,SOC, ,6.5, ,6 1/2F,D,2,7,7,0,0,7,7,1200,1300,0,0,1060,2150,0,0,0,0,0,0,165,7,22700,F0046453_CT_2025-12-03_8
X,22003166,Speedy Alex,LRL,2025-10-04,2,USA,CLM, ,8.0, ,1M,D,2,4,4,2,0,2,3,350,310,200,0,150,185,100,200,250,0,100,475,290,7,24540,22003166_LRL_2025-10-04_2
X,22003166,Speedy Alex,LRL,2025-11-14,1,USA,CLM, ,6.0, ,6F,D,8,7,9,0,0,9,8,180,910,0,0,950,745,150,0,0,0,0,325,110,9,23890,22003166_LRL_2025-11-14_1
X,22003166,Speedy Alex,LRL,2025-12-06,5,USA,CLM, ,8.0, ,1M,D,6,8,7,6,0,6,5,810,650,510,0,810,975,500,400,400,0,400,25,136,9,23890,22003166_LRL_2025-12-06_5
X,22003166,Speedy Alex,LRL,2025-12-13,1,USA,SOC, ,7.0, ,7F,D,4,5,4,0,0,5,5,830,560,0,0,560,1275,250,50,0,0,400,675,487,6,33150,22003166_LRL_2025-12-13_1
X,20016233,Spencerian,LRL,2025-04-19,6,USA,AOC, ,6.0, ,6F,D,1,3,5,0,0,5,5,110,460,0,0,950,1230,150,150,0,0,100,10,23,8,55985,20016233_LRL_2025-04-19_6
X,20016233,Spencerian,LRL,2025-10-11,7,USA,STK, ,7.0, ,7F,D,4,11,11,0,0,7,5,970,1270,0,0,750,675,500,250,0,0,50,175,154,12,102030,20016233_LRL_2025-10-11_7
X,20016233,Spencerian,LRL,2025-11-28,4,USA,AOC, ,8.5, ,1 1/16M,D,6,1,2,3,0,3,5,0,10,60,0,60,975,100,10,300,0,10,125,30,6,60155,20016233_LRL_2025-11-28_4
X,23001383,Spidey Man,CNL,2025-09-13,2,USA,MOC, ,5.5, ,5 1/2F,T,8,3,2,0,0,1,1,60,50,0,0,0,0,100,50,0,0,150,10,73,9,55000,23001383_CNL_2025-09-13_2
X,23001383,Spidey Man,LRL,2025-12-12,4,USA,AOC, ,6.0, ,6F,D,2,2,1,0,0,1,1,50,0,0,0,0,0,200,10,0,0,250,50,9,5,53165,23001383_LRL_2025-12-12_4
X,21019445,Spirit and Truth,LRL,2025-06-08,4,USA,MCL, ,6.0, ,6F,D,7,3,4,0,0,4,5,400,850,0,0,900,925,10,250,0,0,50,575,26,7,27240,21019445_LRL_2025-06-08_4
X,21019445,Spirit and Truth,LRL,2025-09-28,4,USA,MCL, ,6.0, ,6F,D,8,2,3,0,0,4,5,100,260,0,0,650,950,250,10,0,0,350,200,121,8,23060,21019445_LRL_2025-09-28_4
 ,21019445,Spirit and Truth,CT ,2025-10-09,3,USA,MCL, ,4.5, ,4 1/2F,D,6,6,0,0,0,5,5,610,0,0,0,610,575,50,0,0,0,50,450,45,7,19100,21019445_CT_2025-10-09_3
 ,22009964,Spotafreeone,CT ,2025-07-19,7,USA,STK, ,7.0, ,7F,D,4,5,5,0,0,3,1,210,350,0,0,110,0,300,700,0,0,100,25,39,7,75000,22009964_CT_2025-07-19_7
 ,22009964,Spotafreeone,CT ,2025-10-11,6,USA,STK, ,7.0, ,7F,D,3,4,4,0,0,1,1,420,260,0,0,0,0,50,50,0,0,100,25,19,10,75000,22009964_CT_2025-10-11_6
X,22009964,Spotafreeone,LRL,2025-11-29,8,USA,STK, ,7.0, ,7F,D,2,9,9,0,0,9,7,1700,1720,0,0,1010,525,0,0,0,0,0,200,57,9,100000,22009964_LRL_2025-11-29_8
X,18001954,Spotted Bull,CD ,2025-11-15,4,USA,STR, ,6.0, ,6F,D,3,8,8,0,0,7,6,650,870,0,0,950,1085,0,0,0,0,10,275,860,8,100000,18001954_CD_2025-11-15_4
 ,18001954,Spotted Bull,PEN,2025-12-11,6,USA,SOC, ,6.0, ,6F,D,2,7,5,0,0,3,3,460,120,0,0,150,150,100,50,0,0,10,75,276,8,23000,18001954_PEN_2025-12-11_6
 ,18001954,Spotted Bull,PRX,2025-12-31,10,USA,SOC, ,6.5, ,6 1/2F,D,12,13,12,0,0,11,11,850,980,0,0,1620,2705,0,100,0,0,50,100,650,13,50000,18001954_PRX_2025-12-31_10
X,22013858,Spring Decision,LRL,2025-10-18,4,USA,MSW, ,6.0, ,6F,D,2,2,2,0,0,1,1,10,100,0,0,0,0,10,400,0,0,100,350,10,6,48410,22013858_LRL_2025-10-18_4
X,22013858,Spring Decision,LRL,2025-11-07,9,USA,ALW, ,6.0, ,6F,D,9,4,3,0,0,3,3,120,160,0,0,60,200,150,100,0,0,100,75,61,9,54910,22013858_LRL_2025-11-07_9
X,22013858,Spring Decision,LRL,2025-11-28,7,USA,ALW, ,6.0, ,6F,D,3,6,4,0,0,3,4,750,310,0,0,300,180,50,150,0,0,10,125,86,9,54910,22013858_LRL_2025-11-28_7
X,23015826,Spring Training,LRL,2025-11-09,5,USA,MCL, ,6.0, ,6F,D,3,7,6,0,0,4,2,860,960,0,0,660,775,0,10,0,0,200,5,109,7,27760,23015826_LRL_2025-11-09_5
X,23015826,Spring Training,LRL,2025-11-29,6,USA,MCL, ,5.5, ,5 1/2F,D,2,9,10,0,0,7,2,1360,1390,0,0,1160,1200,50,10,0,0,10,50,71,12,30260,23015826_LRL_2025-11-29_6
X,23017313,Springhawk,KEE,2025-10-15,5,USA,MCL, ,6.0, ,6F,D,11,2,1,0,0,1,1,50,0,0,0,0,0,200,100,0,0,400,475,77,12,53000,23017313_KEE_2025-10-15_5
X,23017313,Springhawk,LRL,2025-11-08,9,USA,STK, ,6.0, ,6F,D,10,4,4,0,0,5,10,210,300,0,0,610,1885,50,100,0,0,100,0,240,10,100000,23017313_LRL_2025-11-08_9
 ,23017313,Springhawk,MVR,2025-12-10,4,USA,ALW, ,6.0, ,6F,D,1,3,3,0,0,2,2,450,750,0,0,500,475,900,1000,0,0,350,425,4,4,25900,23017313_MVR_2025-12-10_4
 ,21009715,Square Slice,DEL,2025-08-06,8,USA,CLM, ,6.0, ,6F,D,6,6,5,0,0,5,3,510,370,0,0,510,525,0,400,0,0,500,75,88,6,34000,21009715_DEL_2025-08-06_8
 ,21009715,Square Slice,TIM,2025-08-31,7,USA,ALW, ,6.5,A,6 1/2F,D,5,6,5,0,0,5,5,900,550,0,0,760,550,0,10,0,0,600,2450,35,6,44000,21009715_TIM_2025-08-31_7
X,21009715,Square Slice,LRL,2025-10-18,9,USA,ALW, ,6.0, ,6F,D,8,7,7,0,0,5,5,960,910,0,0,850,800,150,150,0,0,100,275,124,8,49000,21009715_LRL_2025-10-18_9
X,21009715,Square Slice,LRL,2026-01-16,1,USA,SOC, ,6.0, ,6F,D,3,4,3,0,0,3,3,500,350,0,0,650,1000,250,50,0,0,150,50,45,5,26000,21009715_LRL_2026-01-16_1
X,22019572,Stanza,LRL,2025-09-28,6,USA,MCL, ,5.5, ,5 1/2F,T,6,9,9,0,0,6,2,1030,930,0,0,460,75,200,400,0,0,250,50,43,10,44230,22019572_LRL_2025-09-28_6
X,22019572,Stanza,LRL,2025-10-24,6,USA,MCL, ,6.0, ,6F,T,2,9,10,0,0,7,4,750,1050,0,0,670,525,50,0,0,0,100,100,49,10,43615,22019572_LRL_2025-10-24_6
X,22019572,Stanza,LRL,2025-11-22,9,USA,MSW, ,6.0, ,6F,D,2,8,5,0,0,4,3,820,320,0,0,550,700,0,150,0,0,10,425,52,8,54345,22019572_LRL_2025-11-22_9
X,22017349,Star Atlas,LRL,2025-09-28,6,USA,MCL, ,5.5, ,5 1/2F,T,8,8,8,0,0,7,6,880,920,0,0,710,185,150,10,0,0,50,100,301,10,44230,22017349_LRL_2025-09-28_6
X,22017349,Star Atlas,LRL,2025-10-24,6,USA,MCL, ,6.0, ,6F,T,4,3,5,0,0,8,8,150,400,0,0,770,735,100,100,0,0,10,50,74,10,43615,22017349_LRL_2025-10-24_6
X,21008895,States United,LRL,2025-10-12,8,USA,SOC, ,7.0, ,7F,D,6,7,5,0,0,4,5,1020,560,0,0,850,1100,0,100,0,0,10,375,121,7,29500,21008895_LRL_2025-10-12_8
X,21008895,States United,LRL,2025-11-01,7,USA,SOC, ,8.0, ,1M,D,8,4,2,5,0,5,4,200,300,470,0,510,200,100,100,500,0,500,325,133,10,26020,21008895_LRL_2025-11-01_7
X,21008895,States United,LRL,2025-11-08,4,USA,CLM, ,8.5, ,1 1/16M,D,1,4,3,3,0,2,4,310,250,400,0,400,420,300,150,100,0,50,200,27,9,19640,21008895_LRL_2025-11-08_4
 ,23015047,Sticktothesystem,TIM,2025-08-29,5,USA,MCL, ,6.5,A,6 1/2F,D,1,3,4,0,0,5,6,300,400,0,0,1100,1450,150,50,0,0,50,0,50,6,30940,23015047_TIM_2025-08-29_5
X,23015047,Sticktothesystem,LRL,2025-11-08,2,USA,MCL, ,8.5, ,1 1/16M,D,4,1,1,1,0,1,1,0,0,0,0,0,0,300,400,300,0,700,1275,7,7,27760,23015047_LRL_2025-11-08_2
X,23015047,Sticktothesystem,LRL,2025-12-05,1,USA,CLM, ,7.0, ,7F,D,8,1,1,0,0,1,3,0,0,0,0,0,325,300,250,0,0,50,10,16,8,28260,23015047_LRL_2025-12-05_1
X,23015047,Sticktothesystem,LRL,2025-12-28,5,USA,CLM, ,6.0, ,6F,D,2,5,6,0,0,7,7,600,950,0,0,1210,2055,100,10,0,0,0,0,400,7,44700,23015047_LRL_2025-12-28_5
